"ENSEMBL"	"BE02_107A"
"39913"	"ENSG00000252408.1"	0
"39914"	"ENSG00000252409.1"	0
"39915"	"ENSG00000252410.1"	0
"39916"	"ENSG00000252411.1"	0
"39917"	"ENSG00000252412.1"	0
"39918"	"ENSG00000252413.1"	0
"39919"	"ENSG00000252414.1"	0
"39920"	"ENSG00000252415.1"	0
"39921"	"ENSG00000252416.1"	0
"39922"	"ENSG00000252417.1"	0
"39923"	"ENSG00000252420.1"	0
"39924"	"ENSG00000252421.1"	0
"39925"	"ENSG00000252422.1"	0
"39926"	"ENSG00000252423.1"	0
"39927"	"ENSG00000252424.1"	0
"39928"	"ENSG00000252425.1"	0
"39929"	"ENSG00000252426.1"	0
"39930"	"ENSG00000252427.1"	0
"39931"	"ENSG00000252428.1"	0
"39932"	"ENSG00000252429.2"	0
"39933"	"ENSG00000252431.1"	0
"39934"	"ENSG00000252433.1"	0
"39935"	"ENSG00000252436.1"	0
"39936"	"ENSG00000252437.1"	0
"39937"	"ENSG00000252438.1"	0
"39938"	"ENSG00000252441.1"	0
"39939"	"ENSG00000252443.1"	0
"39940"	"ENSG00000252444.1"	0
"39941"	"ENSG00000252446.1"	0
"39942"	"ENSG00000252448.1"	0
"39943"	"ENSG00000252449.1"	0
"39944"	"ENSG00000252450.1"	0
"39945"	"ENSG00000252451.1"	0
"39946"	"ENSG00000252452.1"	0
"39947"	"ENSG00000252454.3"	0
"39948"	"ENSG00000252456.1"	0
"39949"	"ENSG00000252457.1"	0
"39950"	"ENSG00000252458.1"	0
"39951"	"ENSG00000252459.1"	0
"39952"	"ENSG00000252460.1"	0
"39953"	"ENSG00000252461.1"	0
"39954"	"ENSG00000252462.1"	0
"39955"	"ENSG00000252464.1"	9.859
"39956"	"ENSG00000252466.1"	0
"39957"	"ENSG00000252467.1"	0
"39958"	"ENSG00000252468.1"	0
"39959"	"ENSG00000252469.1"	0
"39960"	"ENSG00000252470.1"	0
"39961"	"ENSG00000252472.1"	0
"39962"	"ENSG00000252473.1"	0
"39963"	"ENSG00000252474.1"	0
"39964"	"ENSG00000252475.1"	0
"39965"	"ENSG00000252479.1"	0
"39966"	"ENSG00000252480.1"	0
"39967"	"ENSG00000252481.1"	1523
"39968"	"ENSG00000252482.1"	0
"39969"	"ENSG00000252483.1"	0
"39970"	"ENSG00000252484.1"	0
"39971"	"ENSG00000252485.1"	0
"39972"	"ENSG00000252486.1"	0
"39973"	"ENSG00000252487.1"	0
"39974"	"ENSG00000252489.1"	0
"39975"	"ENSG00000252490.1"	0
"39976"	"ENSG00000252491.1"	0
"39977"	"ENSG00000252494.1"	0
"39978"	"ENSG00000252496.1"	0
"39979"	"ENSG00000252497.1"	0
"39980"	"ENSG00000252498.1"	0
"39981"	"ENSG00000252499.1"	0
"39982"	"ENSG00000252501.1"	0
"39983"	"ENSG00000252503.1"	0
"39984"	"ENSG00000252505.1"	0
"39985"	"ENSG00000252506.1"	0
"39986"	"ENSG00000252507.1"	0
"39987"	"ENSG00000252508.1"	0
"39988"	"ENSG00000252509.1"	0
"39989"	"ENSG00000252510.1"	0
"39990"	"ENSG00000252512.1"	0
"39991"	"ENSG00000252513.1"	0
"39992"	"ENSG00000252514.1"	0
"39993"	"ENSG00000252515.2"	0
"39994"	"ENSG00000252516.1"	0
"39995"	"ENSG00000252517.1"	0
"39996"	"ENSG00000252519.1"	0
"39997"	"ENSG00000252521.1"	0
"39998"	"ENSG00000252523.1"	0
"39999"	"ENSG00000252524.1"	0
"40000"	"ENSG00000252526.1"	0
"40001"	"ENSG00000252530.1"	0
"40002"	"ENSG00000252532.1"	0
"40003"	"ENSG00000252533.1"	0
"40004"	"ENSG00000252534.1"	0
"40005"	"ENSG00000252535.1"	0
"40006"	"ENSG00000252537.1"	0
"40007"	"ENSG00000252539.1"	0
"40008"	"ENSG00000252540.1"	0
"40009"	"ENSG00000252542.1"	0
"40010"	"ENSG00000252544.1"	0
"40011"	"ENSG00000252545.1"	0
"40012"	"ENSG00000252546.1"	0
"40013"	"ENSG00000252548.1"	0
"40014"	"ENSG00000252549.1"	0
"40015"	"ENSG00000252550.1"	0
"40016"	"ENSG00000252552.1"	0
"40017"	"ENSG00000252553.1"	0
"40018"	"ENSG00000252554.1"	0
"40019"	"ENSG00000252555.1"	0
"40020"	"ENSG00000252556.1"	0
"40021"	"ENSG00000252558.1"	0
"40022"	"ENSG00000252560.1"	0
"40023"	"ENSG00000252561.1"	0
"40024"	"ENSG00000252562.1"	0
"40025"	"ENSG00000252563.1"	0
"40026"	"ENSG00000252568.1"	0
"40027"	"ENSG00000252569.1"	0
"40028"	"ENSG00000252574.2"	0
"40029"	"ENSG00000252577.1"	0
"40030"	"ENSG00000252578.1"	0
"40031"	"ENSG00000252580.1"	0
"40032"	"ENSG00000252581.1"	0
"40033"	"ENSG00000252582.1"	0
"40034"	"ENSG00000252583.2"	0
"40035"	"ENSG00000252585.1"	0
"40036"	"ENSG00000252587.1"	0
"40037"	"ENSG00000252590.1"	0
"40038"	"ENSG00000252591.1"	0
"40039"	"ENSG00000252593.1"	0
"40040"	"ENSG00000252594.1"	0
"40041"	"ENSG00000252595.1"	0
"40042"	"ENSG00000252597.1"	0
"40043"	"ENSG00000252598.1"	0
"40044"	"ENSG00000252599.1"	0
"40045"	"ENSG00000252601.1"	0
"40046"	"ENSG00000252603.1"	0
"40047"	"ENSG00000252604.1"	0
"40048"	"ENSG00000252606.1"	0
"40049"	"ENSG00000252607.1"	0
"40050"	"ENSG00000252608.1"	0
"40051"	"ENSG00000252611.1"	0
"40052"	"ENSG00000252612.1"	0
"40053"	"ENSG00000252614.1"	0
"40054"	"ENSG00000252615.1"	0
"40055"	"ENSG00000252618.1"	0
"40056"	"ENSG00000252619.1"	0
"40057"	"ENSG00000252620.1"	0
"40058"	"ENSG00000252621.1"	0
"40059"	"ENSG00000252622.1"	0
"40060"	"ENSG00000252623.1"	0
"40061"	"ENSG00000252624.1"	0
"40062"	"ENSG00000252625.1"	0
"40063"	"ENSG00000252626.1"	0
"40064"	"ENSG00000252627.1"	0
"40065"	"ENSG00000252628.2"	0
"40066"	"ENSG00000252633.1"	0
"40067"	"ENSG00000252634.1"	0
"40068"	"ENSG00000252635.1"	0
"40069"	"ENSG00000252636.1"	0
"40070"	"ENSG00000252637.1"	0
"40071"	"ENSG00000252639.1"	0
"40072"	"ENSG00000252640.1"	0
"40073"	"ENSG00000252641.2"	0
"40074"	"ENSG00000252642.1"	0
"40075"	"ENSG00000252643.1"	0
"40076"	"ENSG00000252644.1"	0
"40077"	"ENSG00000252645.1"	0
"40078"	"ENSG00000252647.1"	0
"40079"	"ENSG00000252649.1"	0
"40080"	"ENSG00000252650.1"	0
"40081"	"ENSG00000252651.1"	0
"40082"	"ENSG00000252652.1"	0
"40083"	"ENSG00000252653.1"	0
"40084"	"ENSG00000252654.1"	0
"40085"	"ENSG00000252655.1"	0
"40086"	"ENSG00000252656.1"	0
"40087"	"ENSG00000252657.1"	0
"40088"	"ENSG00000252658.1"	0
"40089"	"ENSG00000252659.1"	0
"40090"	"ENSG00000252660.1"	0
"40091"	"ENSG00000252661.1"	0
"40092"	"ENSG00000252667.1"	0
"40093"	"ENSG00000252671.1"	0
"40094"	"ENSG00000252673.1"	0
"40095"	"ENSG00000252674.1"	0
"40096"	"ENSG00000252677.1"	0
"40097"	"ENSG00000252680.1"	0
"40098"	"ENSG00000252681.1"	0
"40099"	"ENSG00000252682.1"	0
"40100"	"ENSG00000252684.1"	0
"40101"	"ENSG00000252685.1"	0
"40102"	"ENSG00000252686.1"	0
"40103"	"ENSG00000252688.1"	0
"40104"	"ENSG00000252689.1"	0
"40105"	"ENSG00000252691.1"	0
"40106"	"ENSG00000252692.1"	0
"40107"	"ENSG00000252693.1"	0
"40108"	"ENSG00000252695.1"	0
"40109"	"ENSG00000252696.1"	0
"40110"	"ENSG00000252697.1"	0
"40111"	"ENSG00000252699.1"	0
"40112"	"ENSG00000252700.1"	0
"40113"	"ENSG00000252704.1"	0
"40114"	"ENSG00000252705.1"	0
"40115"	"ENSG00000252707.1"	0
"40116"	"ENSG00000252710.1"	0
"40117"	"ENSG00000252711.1"	0
"40118"	"ENSG00000252712.1"	0
"40119"	"ENSG00000252713.1"	0
"40120"	"ENSG00000252714.1"	0
"40121"	"ENSG00000252716.1"	0
"40122"	"ENSG00000252717.1"	0
"40123"	"ENSG00000252718.1"	0
"40124"	"ENSG00000252719.1"	0
"40125"	"ENSG00000252720.1"	0
"40126"	"ENSG00000252721.1"	0
"40127"	"ENSG00000252722.1"	0
"40128"	"ENSG00000252723.2"	0
"40129"	"ENSG00000252724.1"	0
"40130"	"ENSG00000252725.1"	0
"40131"	"ENSG00000252726.1"	0
"40132"	"ENSG00000252727.1"	0
"40133"	"ENSG00000252729.1"	0
"40134"	"ENSG00000252734.1"	0
"40135"	"ENSG00000252735.1"	0
"40136"	"ENSG00000252739.1"	0
"40137"	"ENSG00000252742.1"	0
"40138"	"ENSG00000252743.1"	0
"40139"	"ENSG00000252744.1"	0
"40140"	"ENSG00000252745.1"	0
"40141"	"ENSG00000252746.1"	0
"40142"	"ENSG00000252747.1"	0
"40143"	"ENSG00000252749.1"	0
"40144"	"ENSG00000252750.1"	0
"40145"	"ENSG00000252751.1"	0
"40146"	"ENSG00000252752.1"	0
"40147"	"ENSG00000252755.1"	0
"40148"	"ENSG00000252756.1"	0
"40149"	"ENSG00000252757.1"	0
"40150"	"ENSG00000252758.1"	0
"40151"	"ENSG00000252759.1"	0
"40152"	"ENSG00000252760.1"	0
"40153"	"ENSG00000252761.1"	0
"40154"	"ENSG00000252762.1"	0
"40155"	"ENSG00000252763.1"	0
"40156"	"ENSG00000252764.1"	0
"40157"	"ENSG00000252765.1"	0
"40158"	"ENSG00000252766.1"	0
"40159"	"ENSG00000252767.1"	0
"40160"	"ENSG00000252768.1"	0
"40161"	"ENSG00000252769.1"	0
"40162"	"ENSG00000252770.1"	0
"40163"	"ENSG00000252772.1"	0
"40164"	"ENSG00000252774.1"	0
"40165"	"ENSG00000252776.1"	0
"40166"	"ENSG00000252777.1"	0
"40167"	"ENSG00000252778.1"	0
"40168"	"ENSG00000252779.1"	0
"40169"	"ENSG00000252780.1"	0
"40170"	"ENSG00000252782.1"	0
"40171"	"ENSG00000252783.1"	0
"40172"	"ENSG00000252784.1"	0
"40173"	"ENSG00000252787.2"	0
"40174"	"ENSG00000252794.1"	0
"40175"	"ENSG00000252795.1"	0
"40176"	"ENSG00000252796.1"	0
"40177"	"ENSG00000252797.1"	0
"40178"	"ENSG00000252798.1"	0
"40179"	"ENSG00000252800.1"	0
"40180"	"ENSG00000252802.1"	0
"40181"	"ENSG00000252804.1"	0
"40182"	"ENSG00000252806.1"	0
"40183"	"ENSG00000252807.1"	0
"40184"	"ENSG00000252810.1"	0
"40185"	"ENSG00000252812.1"	0
"40186"	"ENSG00000252814.1"	0
"40187"	"ENSG00000252815.1"	0
"40188"	"ENSG00000252816.1"	0
"40189"	"ENSG00000252820.1"	0
"40190"	"ENSG00000252821.1"	0
"40191"	"ENSG00000252822.1"	0
"40192"	"ENSG00000252823.1"	0
"40193"	"ENSG00000252824.1"	0
"40194"	"ENSG00000252826.1"	0
"40195"	"ENSG00000252827.1"	0
"40196"	"ENSG00000252828.1"	0
"40197"	"ENSG00000252830.2"	0
"40198"	"ENSG00000252832.1"	0
"40199"	"ENSG00000252833.1"	0
"40200"	"ENSG00000252835.1"	3
"40201"	"ENSG00000252837.1"	0
"40202"	"ENSG00000252839.1"	0
"40203"	"ENSG00000252840.1"	0
"40204"	"ENSG00000252845.1"	0
"40205"	"ENSG00000252847.1"	0
"40206"	"ENSG00000252848.1"	0
"40207"	"ENSG00000252850.1"	0
"40208"	"ENSG00000252852.1"	0
"40209"	"ENSG00000252854.1"	0
"40210"	"ENSG00000252856.1"	0
"40211"	"ENSG00000252857.1"	0
"40212"	"ENSG00000252858.1"	0
"40213"	"ENSG00000252859.1"	0
"40214"	"ENSG00000252860.1"	0
"40215"	"ENSG00000252861.1"	0
"40216"	"ENSG00000252863.1"	0
"40217"	"ENSG00000252864.1"	0
"40218"	"ENSG00000252866.1"	0
"40219"	"ENSG00000252867.1"	0
"40220"	"ENSG00000252868.1"	0
"40221"	"ENSG00000252870.1"	0
"40222"	"ENSG00000252872.1"	0
"40223"	"ENSG00000252874.2"	0
"40224"	"ENSG00000252877.1"	0
"40225"	"ENSG00000252879.1"	0
"40226"	"ENSG00000252881.1"	0
"40227"	"ENSG00000252882.1"	0
"40228"	"ENSG00000252884.1"	0
"40229"	"ENSG00000252886.1"	0
"40230"	"ENSG00000252887.1"	0
"40231"	"ENSG00000252888.1"	0
"40232"	"ENSG00000252889.1"	0
"40233"	"ENSG00000252890.1"	0
"40234"	"ENSG00000252891.1"	0
"40235"	"ENSG00000252892.1"	0
"40236"	"ENSG00000252894.2"	0
"40237"	"ENSG00000252897.1"	0
"40238"	"ENSG00000252898.1"	0
"40239"	"ENSG00000252900.1"	0
"40240"	"ENSG00000252902.1"	0
"40241"	"ENSG00000252903.2"	0
"40242"	"ENSG00000252904.1"	0
"40243"	"ENSG00000252905.1"	0
"40244"	"ENSG00000252906.1"	89
"40245"	"ENSG00000252908.1"	0
"40246"	"ENSG00000252909.1"	0
"40247"	"ENSG00000252913.1"	0
"40248"	"ENSG00000252914.1"	0
"40249"	"ENSG00000252915.1"	0
"40250"	"ENSG00000252916.1"	0
"40251"	"ENSG00000252917.1"	0
"40252"	"ENSG00000252919.1"	0
"40253"	"ENSG00000252920.1"	0
"40254"	"ENSG00000252922.1"	0
"40255"	"ENSG00000252923.1"	0
"40256"	"ENSG00000252927.1"	0
"40257"	"ENSG00000252928.1"	0
"40258"	"ENSG00000252929.1"	0
"40259"	"ENSG00000252930.1"	0
"40260"	"ENSG00000252931.1"	0
"40261"	"ENSG00000252933.1"	0
"40262"	"ENSG00000252934.1"	0
"40263"	"ENSG00000252935.1"	0
"40264"	"ENSG00000252936.1"	0
"40265"	"ENSG00000252937.1"	0
"40266"	"ENSG00000252941.1"	0
"40267"	"ENSG00000252942.1"	0
"40268"	"ENSG00000252943.1"	0
"40269"	"ENSG00000252944.1"	0
"40270"	"ENSG00000252945.1"	0
"40271"	"ENSG00000252947.1"	9
"40272"	"ENSG00000252948.1"	0
"40273"	"ENSG00000252950.1"	0
"40274"	"ENSG00000252951.1"	0
"40275"	"ENSG00000252952.1"	0
"40276"	"ENSG00000252953.1"	0
"40277"	"ENSG00000252955.1"	0
"40278"	"ENSG00000252956.1"	0
"40279"	"ENSG00000252957.1"	0
"40280"	"ENSG00000252959.1"	0
"40281"	"ENSG00000252960.1"	0
"40282"	"ENSG00000252962.1"	0
"40283"	"ENSG00000252963.1"	0
"40284"	"ENSG00000252964.1"	0
"40285"	"ENSG00000252965.1"	0
"40286"	"ENSG00000252969.1"	0
"40287"	"ENSG00000252970.1"	0
"40288"	"ENSG00000252971.1"	0
"40289"	"ENSG00000252973.1"	0
"40290"	"ENSG00000252975.1"	0
"40291"	"ENSG00000252977.1"	0
"40292"	"ENSG00000252978.1"	0
"40293"	"ENSG00000252979.1"	0
"40294"	"ENSG00000252980.1"	0
"40295"	"ENSG00000252982.1"	0
"40296"	"ENSG00000252983.1"	0
"40297"	"ENSG00000252984.1"	0
"40298"	"ENSG00000252985.1"	0
"40299"	"ENSG00000252987.1"	0
"40300"	"ENSG00000252988.1"	0
"40301"	"ENSG00000252989.1"	0
"40302"	"ENSG00000252990.1"	0
"40303"	"ENSG00000252991.1"	0
"40304"	"ENSG00000252992.1"	0
"40305"	"ENSG00000252993.1"	0
"40306"	"ENSG00000252994.1"	0
"40307"	"ENSG00000252995.1"	0
"40308"	"ENSG00000252996.1"	0
"40309"	"ENSG00000252998.1"	0
"40310"	"ENSG00000252999.1"	0
"40311"	"ENSG00000253000.1"	0
"40312"	"ENSG00000253001.1"	0
"40313"	"ENSG00000253003.1"	0
"40314"	"ENSG00000253005.1"	0
"40315"	"ENSG00000253006.1"	0
"40316"	"ENSG00000253007.2"	1
"40317"	"ENSG00000253008.2"	0
"40318"	"ENSG00000253010.1"	0
"40319"	"ENSG00000253013.1"	0
"40320"	"ENSG00000253015.1"	0
"40321"	"ENSG00000253016.1"	0
"40322"	"ENSG00000253019.1"	0
"40323"	"ENSG00000253020.2"	0
"40324"	"ENSG00000253021.1"	0
"40325"	"ENSG00000253022.1"	0
"40326"	"ENSG00000253023.1"	0
"40327"	"ENSG00000253024.1"	0
"40328"	"ENSG00000253025.1"	0
"40329"	"ENSG00000253026.1"	0
"40330"	"ENSG00000253027.1"	0
"40331"	"ENSG00000253028.1"	0
"40332"	"ENSG00000253030.1"	0
"40333"	"ENSG00000253031.1"	0
"40334"	"ENSG00000253032.1"	0
"40335"	"ENSG00000253035.1"	0
"40336"	"ENSG00000253038.1"	0
"40337"	"ENSG00000253039.1"	0
"40338"	"ENSG00000253040.1"	0
"40339"	"ENSG00000253041.1"	0
"40340"	"ENSG00000253042.1"	0
"40341"	"ENSG00000253043.1"	0
"40342"	"ENSG00000253047.1"	0
"40343"	"ENSG00000253048.1"	0
"40344"	"ENSG00000253049.1"	0
"40345"	"ENSG00000253051.1"	13.059
"40346"	"ENSG00000253053.1"	0
"40347"	"ENSG00000253054.1"	0
"40348"	"ENSG00000253055.1"	0
"40349"	"ENSG00000253056.1"	0
"40350"	"ENSG00000253057.1"	0
"40351"	"ENSG00000253058.1"	0
"40352"	"ENSG00000253059.1"	0
"40353"	"ENSG00000253060.1"	0
"40354"	"ENSG00000253063.1"	0
"40355"	"ENSG00000253064.1"	0
"40356"	"ENSG00000253065.1"	0
"40357"	"ENSG00000253066.1"	0
"40358"	"ENSG00000253067.1"	0
"40359"	"ENSG00000253070.1"	0
"40360"	"ENSG00000253072.1"	0
"40361"	"ENSG00000253073.1"	0
"40362"	"ENSG00000253074.1"	0
"40363"	"ENSG00000253075.1"	0
"40364"	"ENSG00000253077.1"	0
"40365"	"ENSG00000253078.1"	0
"40366"	"ENSG00000253079.1"	0
"40367"	"ENSG00000253080.1"	0
"40368"	"ENSG00000253081.1"	0
"40369"	"ENSG00000253083.1"	0
"40370"	"ENSG00000253084.3"	0
"40371"	"ENSG00000253085.1"	0
"40372"	"ENSG00000253086.1"	0
"40373"	"ENSG00000253087.1"	0
"40374"	"ENSG00000253088.1"	0
"40375"	"ENSG00000253089.1"	0
"40376"	"ENSG00000253090.2"	0
"40377"	"ENSG00000253092.1"	0
"40378"	"ENSG00000253093.1"	0
"40379"	"ENSG00000253094.1"	0
"40380"	"ENSG00000253096.1"	0
"40381"	"ENSG00000253097.1"	0
"40382"	"ENSG00000253098.1"	0
"40383"	"ENSG00000253099.1"	0
"40384"	"ENSG00000253100.3"	0
"40385"	"ENSG00000253102.2"	1
"40386"	"ENSG00000253103.3"	0
"40387"	"ENSG00000253104.1"	0
"40388"	"ENSG00000253105.7"	0
"40389"	"ENSG00000253106.1"	8
"40390"	"ENSG00000253107.1"	0
"40391"	"ENSG00000253108.1"	0
"40392"	"ENSG00000253109.1"	0
"40393"	"ENSG00000253110.1"	0
"40394"	"ENSG00000253111.3"	0
"40395"	"ENSG00000253112.1"	0
"40396"	"ENSG00000253114.2"	0
"40397"	"ENSG00000253116.1"	0
"40398"	"ENSG00000253117.5"	0
"40399"	"ENSG00000253118.1"	0
"40400"	"ENSG00000253119.1"	1
"40401"	"ENSG00000253120.1"	0
"40402"	"ENSG00000253121.1"	0
"40403"	"ENSG00000253122.2"	0
"40404"	"ENSG00000253123.5"	0
"40405"	"ENSG00000253124.1"	0
"40406"	"ENSG00000253125.1"	0
"40407"	"ENSG00000253126.1"	0
"40408"	"ENSG00000253127.1"	0
"40409"	"ENSG00000253130.3"	0
"40410"	"ENSG00000253131.1"	0
"40411"	"ENSG00000253132.1"	0
"40412"	"ENSG00000253133.2"	0
"40413"	"ENSG00000253134.1"	0
"40414"	"ENSG00000253135.1"	0
"40415"	"ENSG00000253137.1"	0
"40416"	"ENSG00000253138.6"	0
"40417"	"ENSG00000253140.3"	0
"40418"	"ENSG00000253141.2"	0
"40419"	"ENSG00000253142.2"	0
"40420"	"ENSG00000253143.3"	0
"40421"	"ENSG00000253144.1"	1
"40422"	"ENSG00000253146.1"	0
"40423"	"ENSG00000253147.5"	0
"40424"	"ENSG00000253148.1"	0
"40425"	"ENSG00000253149.3"	0
"40426"	"ENSG00000253152.1"	0
"40427"	"ENSG00000253153.1"	0
"40428"	"ENSG00000253154.5"	0
"40429"	"ENSG00000253155.1"	0
"40430"	"ENSG00000253156.1"	0
"40431"	"ENSG00000253158.1"	0
"40432"	"ENSG00000253159.3"	96
"40433"	"ENSG00000253160.1"	0
"40434"	"ENSG00000253161.8"	0
"40435"	"ENSG00000253162.1"	0
"40436"	"ENSG00000253163.2"	0
"40437"	"ENSG00000253164.6"	0
"40438"	"ENSG00000253165.1"	0
"40439"	"ENSG00000253166.2"	0
"40440"	"ENSG00000253167.1"	0
"40441"	"ENSG00000253168.2"	0
"40442"	"ENSG00000253169.2"	0
"40443"	"ENSG00000253170.1"	0
"40444"	"ENSG00000253171.1"	0
"40445"	"ENSG00000253172.1"	0
"40446"	"ENSG00000253173.3"	0
"40447"	"ENSG00000253174.2"	1
"40448"	"ENSG00000253175.1"	0
"40449"	"ENSG00000253176.3"	0
"40450"	"ENSG00000253177.3"	2
"40451"	"ENSG00000253178.1"	0
"40452"	"ENSG00000253179.1"	0
"40453"	"ENSG00000253180.1"	13
"40454"	"ENSG00000253181.3"	0
"40455"	"ENSG00000253182.2"	0
"40456"	"ENSG00000253183.1"	0
"40457"	"ENSG00000253184.2"	0
"40458"	"ENSG00000253186.2"	0
"40459"	"ENSG00000253187.3"	0
"40460"	"ENSG00000253188.1"	0
"40461"	"ENSG00000253189.1"	0
"40462"	"ENSG00000253190.5"	0
"40463"	"ENSG00000253191.1"	0
"40464"	"ENSG00000253194.3"	0
"40465"	"ENSG00000253195.2"	0
"40466"	"ENSG00000253196.4"	0
"40467"	"ENSG00000253198.1"	0
"40468"	"ENSG00000253199.2"	0
"40469"	"ENSG00000253200.1"	46
"40470"	"ENSG00000253202.1"	0
"40471"	"ENSG00000253203.7"	0
"40472"	"ENSG00000253204.1"	3
"40473"	"ENSG00000253205.7"	0
"40474"	"ENSG00000253206.1"	0
"40475"	"ENSG00000253207.3"	0
"40476"	"ENSG00000253208.1"	0
"40477"	"ENSG00000253209.1"	0
"40478"	"ENSG00000253210.5"	1
"40479"	"ENSG00000253213.1"	6
"40480"	"ENSG00000253214.4"	0
"40481"	"ENSG00000253215.1"	0
"40482"	"ENSG00000253216.1"	0
"40483"	"ENSG00000253217.2"	0
"40484"	"ENSG00000253218.1"	4
"40485"	"ENSG00000253219.1"	3
"40486"	"ENSG00000253220.3"	0
"40487"	"ENSG00000253223.1"	12
"40488"	"ENSG00000253224.1"	0
"40489"	"ENSG00000253225.1"	0
"40490"	"ENSG00000253226.1"	0
"40491"	"ENSG00000253227.3"	0
"40492"	"ENSG00000253228.1"	4
"40493"	"ENSG00000253229.1"	0
"40494"	"ENSG00000253230.12"	0
"40495"	"ENSG00000253231.1"	0
"40496"	"ENSG00000253232.1"	0
"40497"	"ENSG00000253233.1"	0
"40498"	"ENSG00000253234.1"	2
"40499"	"ENSG00000253236.3"	0
"40500"	"ENSG00000253237.2"	0
"40501"	"ENSG00000253238.4"	0
"40502"	"ENSG00000253239.1"	1
"40503"	"ENSG00000253240.1"	0
"40504"	"ENSG00000253241.1"	0
"40505"	"ENSG00000253242.1"	0
"40506"	"ENSG00000253244.1"	0
"40507"	"ENSG00000253245.2"	0
"40508"	"ENSG00000253247.1"	1
"40509"	"ENSG00000253250.3"	12
"40510"	"ENSG00000253251.3"	32
"40511"	"ENSG00000253252.3"	0
"40512"	"ENSG00000253257.1"	0
"40513"	"ENSG00000253258.1"	0
"40514"	"ENSG00000253259.1"	0
"40515"	"ENSG00000253260.2"	0
"40516"	"ENSG00000253261.1"	0
"40517"	"ENSG00000253262.1"	0
"40518"	"ENSG00000253263.1"	0
"40519"	"ENSG00000253265.1"	0
"40520"	"ENSG00000253266.1"	0
"40521"	"ENSG00000253267.6"	0
"40522"	"ENSG00000253269.1"	0
"40523"	"ENSG00000253270.2"	0
"40524"	"ENSG00000253271.2"	0
"40525"	"ENSG00000253273.2"	0
"40526"	"ENSG00000253274.1"	0
"40527"	"ENSG00000253275.1"	0
"40528"	"ENSG00000253276.5"	21
"40529"	"ENSG00000253278.1"	0
"40530"	"ENSG00000253279.7"	0
"40531"	"ENSG00000253280.1"	0
"40532"	"ENSG00000253281.8"	0
"40533"	"ENSG00000253282.2"	0
"40534"	"ENSG00000253283.1"	0
"40535"	"ENSG00000253284.2"	68.616
"40536"	"ENSG00000253286.7"	0
"40537"	"ENSG00000253287.2"	0
"40538"	"ENSG00000253288.3"	0
"40539"	"ENSG00000253290.1"	0
"40540"	"ENSG00000253291.1"	0
"40541"	"ENSG00000253292.1"	0
"40542"	"ENSG00000253293.6"	0
"40543"	"ENSG00000253294.1"	0
"40544"	"ENSG00000253295.3"	0
"40545"	"ENSG00000253297.1"	0
"40546"	"ENSG00000253298.2"	0
"40547"	"ENSG00000253299.1"	0
"40548"	"ENSG00000253300.3"	0
"40549"	"ENSG00000253301.7"	0
"40550"	"ENSG00000253302.1"	0
"40551"	"ENSG00000253303.1"	0
"40552"	"ENSG00000253304.2"	1
"40553"	"ENSG00000253305.3"	133.583
"40554"	"ENSG00000253307.1"	1
"40555"	"ENSG00000253308.3"	0
"40556"	"ENSG00000253309.7"	0
"40557"	"ENSG00000253310.1"	0
"40558"	"ENSG00000253311.4"	0
"40559"	"ENSG00000253312.1"	0
"40560"	"ENSG00000253313.6"	20
"40561"	"ENSG00000253314.8"	0
"40562"	"ENSG00000253315.2"	0
"40563"	"ENSG00000253317.1"	0
"40564"	"ENSG00000253318.1"	0
"40565"	"ENSG00000253319.1"	0
"40566"	"ENSG00000253320.8"	21
"40567"	"ENSG00000253321.2"	0
"40568"	"ENSG00000253322.2"	0
"40569"	"ENSG00000253325.1"	0
"40570"	"ENSG00000253326.2"	1.002
"40571"	"ENSG00000253327.2"	0
"40572"	"ENSG00000253328.2"	0
"40573"	"ENSG00000253329.1"	0
"40574"	"ENSG00000253330.1"	1
"40575"	"ENSG00000253331.1"	0
"40576"	"ENSG00000253332.1"	0
"40577"	"ENSG00000253333.1"	0
"40578"	"ENSG00000253334.1"	0
"40579"	"ENSG00000253335.1"	0
"40580"	"ENSG00000253336.1"	0
"40581"	"ENSG00000253338.1"	0
"40582"	"ENSG00000253339.5"	0
"40583"	"ENSG00000253340.1"	0
"40584"	"ENSG00000253341.1"	122
"40585"	"ENSG00000253342.1"	0
"40586"	"ENSG00000253343.1"	0
"40587"	"ENSG00000253344.1"	0
"40588"	"ENSG00000253345.1"	0
"40589"	"ENSG00000253346.1"	0
"40590"	"ENSG00000253347.1"	0
"40591"	"ENSG00000253348.2"	0
"40592"	"ENSG00000253349.1"	0
"40593"	"ENSG00000253351.3"	0
"40594"	"ENSG00000253352.10"	265.001
"40595"	"ENSG00000253354.2"	0
"40596"	"ENSG00000253355.2"	0
"40597"	"ENSG00000253356.1"	0
"40598"	"ENSG00000253357.1"	0
"40599"	"ENSG00000253358.2"	0
"40600"	"ENSG00000253359.1"	0
"40601"	"ENSG00000253361.4"	8
"40602"	"ENSG00000253362.1"	0
"40603"	"ENSG00000253363.8"	0
"40604"	"ENSG00000253364.2"	0
"40605"	"ENSG00000253365.1"	0
"40606"	"ENSG00000253366.3"	79.577
"40607"	"ENSG00000253367.1"	0
"40608"	"ENSG00000253368.5"	29
"40609"	"ENSG00000253370.2"	0
"40610"	"ENSG00000253372.5"	5
